step,episode,reward,loss,duration
44928,53,-19.0,0.036213603569194674,2.4615466594696045
46080,54,-18.0,0.006818755646236241,2.621227741241455
46848,55,-21.0,-0.0005867138970643282,1.781916618347168
48128,56,-19.0,-0.0014583118027076125,3.21620512008667
48896,57,-21.0,0.004075812641531229,2.0071358680725098
49920,58,-19.0,0.002807350712828338,2.407048463821411
50944,59,-21.0,-0.00039266899693757296,2.3634016513824463
51712,60,-20.0,0.0019104322418570518,1.99381422996521
52608,61,-20.0,-0.0004128129221498966,2.3504726886749268
53760,62,-19.0,-0.004360566847026348,2.6844513416290283
54656,63,-21.0,0.008175485883839428,2.082087278366089
55552,64,-21.0,0.003297490766271949,2.0158305168151855
56448,65,-20.0,0.0039026191225275397,2.241266965866089
57344,66,-20.0,0.003241397673264146,2.1543476581573486
58240,67,-20.0,0.0005962282884865999,2.173953056335449
59264,68,-20.0,0.0009123319759964943,2.1831042766571045
60160,69,-20.0,0.006141468998976052,1.9432971477508545
61056,70,-21.0,0.001596724847331643,2.1010196208953857
61824,71,-21.0,-0.001086040516383946,1.9192390441894531
62720,72,-20.0,-0.003912464017048478,2.1214983463287354
63744,73,-21.0,0.0046761000994592905,2.4668259620666504
64512,74,-21.0,0.0021218860056251287,1.8180110454559326
65536,75,-19.0,0.00904910487588495,2.499143600463867
66432,76,-21.0,1.1893687769770622e-05,2.0045511722564697
67200,77,-21.0,0.0039305827813223004,1.931915044784546
68224,78,-19.0,0.00816436018794775,2.353288412094116
68992,79,-21.0,0.004112847556825727,1.7597451210021973
70016,80,-19.0,0.0363883349345997,2.3578248023986816
70784,81,-21.0,0.007950323168188334,1.7681655883789062
71552,82,-21.0,0.00640776107320562,1.720418930053711
72576,83,-18.0,0.014744609012268484,2.609354257583618
73344,84,-21.0,0.005557897326070815,2.109098196029663
74240,85,-21.0,-0.00407695461763069,2.204017162322998
75264,86,-19.0,0.022296466398984194,2.313861131668091
76032,87,-21.0,-0.0008560947608202696,2.1813175678253174
77056,88,-20.0,0.0023571756901219487,2.3930881023406982
78080,89,-21.0,0.0057485974393785,2.2971889972686768
79104,90,-19.0,0.010665596695616841,2.257965564727783
79872,91,-21.0,0.0024259923375211656,1.8680076599121094
80640,92,-21.0,0.006815137690864503,1.924828290939331
81536,93,-20.0,0.005906203528866172,2.1655092239379883
82432,94,-20.0,0.0045912477653473616,2.080990791320801
83456,95,-21.0,0.0038581046974286437,2.5457611083984375
84224,96,-21.0,0.007902004523202777,1.7296950817108154
85120,97,-20.0,0.006038417108356953,2.5181901454925537
86016,98,-20.0,0.0018019148847088218,2.2774856090545654
86784,99,-20.0,0.001561146811582148,1.8764145374298096
87680,100,-21.0,0.0007210277253761888,2.090643882751465
88576,101,-21.0,0.005116126500070095,2.232180595397949
89600,102,-19.0,-0.0009371238993480802,2.651517868041992
90496,103,-19.0,0.0008028530282899737,2.155346632003784
91392,104,-21.0,0.0030903061851859093,2.100728750228882
92416,105,-20.0,0.04264315089676529,2.302680015563965
93568,106,-19.0,-0.0010000918409787118,2.855138063430786
94464,107,-21.0,0.004217807436361909,2.3550961017608643
95232,108,-21.0,0.004286031355150044,1.8144874572753906
96000,109,-21.0,0.001568475505337119,1.7778174877166748
96768,110,-21.0,-0.00010960688814520836,1.9274885654449463
97536,111,-21.0,0.005223045009188354,1.9670498371124268
98304,112,-21.0,0.0031958662439137697,1.916475772857666
99072,113,-21.0,0.0012875243555754423,1.8802905082702637
99840,114,-21.0,-0.005066212033852935,2.0328853130340576
100608,115,-21.0,0.0009110276587307453,2.0057930946350098
101248,116,-21.0,0.0009772538905963302,1.5074455738067627
102016,117,-21.0,-0.0010898032924160361,2.0173447132110596
102784,118,-21.0,-0.0004820055328309536,1.8948602676391602
103552,119,-21.0,0.0017731921980157495,1.8217017650604248
104320,120,-21.0,0.006293475395068526,1.9615237712860107
105088,121,-21.0,0.0012846211902797222,2.0336668491363525
105856,122,-21.0,0.002712534158490598,1.881892204284668
106624,123,-21.0,0.002609542803838849,1.818204402923584
107392,124,-21.0,0.006776941707357764,2.076225996017456
108160,125,-21.0,0.004845356219448149,1.83585524559021
108928,126,-21.0,0.004170073429122567,1.6472194194793701
109696,127,-21.0,0.0020734730642288923,1.6329915523529053
110592,128,-21.0,0.002945419168099761,1.8869004249572754
111488,129,-21.0,0.003403037670068443,1.9232420921325684
112512,130,-19.0,0.0025268716271966696,2.244140386581421
113408,131,-19.0,0.00021105841733515263,2.0773544311523438
114176,132,-21.0,0.002356699318625033,1.8353774547576904
115328,133,-20.0,0.0008409336442127824,2.75156569480896
115968,134,-21.0,0.003454863210208714,1.605931043624878
116992,135,-20.0,0.000886235386133194,2.429089307785034
117888,136,-21.0,0.002180970972403884,1.8835015296936035
118656,137,-21.0,0.0017882419051602483,1.676168441772461
119552,138,-20.0,0.006657099351286888,2.130718231201172
120576,139,-19.0,0.005539730074815452,2.7388949394226074
121600,140,-19.0,0.008860369795002043,2.6298747062683105
122496,141,-21.0,0.001541956327855587,2.3118841648101807
123520,142,-19.0,-0.0002524288138374686,2.6791703701019287
124416,143,-21.0,0.009473980637267232,2.071730852127075
125312,144,-20.0,0.001237753895111382,2.308692455291748
126208,145,-20.0,-0.00031413184478878975,2.5410592555999756
127104,146,-21.0,0.0015809208853170276,3.1049001216888428
128000,147,-20.0,0.04736890771891922,3.2601985931396484
128768,148,-21.0,-0.0026195781538262963,1.916858196258545
129792,149,-21.0,0.0038907475536689162,2.4661338329315186
130816,150,-18.0,0.03979335632175207,2.819446325302124
131584,151,-21.0,-0.00100376654881984,2.2327935695648193
132480,152,-21.0,0.0010455083101987839,2.1916403770446777
133248,153,-20.0,0.001087642158381641,1.7094974517822266
134144,154,-21.0,0.006935224053449929,1.9578840732574463
135040,155,-20.0,-0.0016740707214921713,2.007899522781372
135808,156,-20.0,0.006832870887592435,1.6695842742919922
136576,157,-21.0,0.0021309235598891973,1.7465355396270752
137472,158,-21.0,0.006101259321440011,2.606290578842163
138240,159,-21.0,0.001639339025132358,1.852297306060791
139136,160,-20.0,0.0040829459321685135,2.1175193786621094
140160,161,-21.0,0.007772329146973789,2.3218071460723877
140928,162,-21.0,-0.002683095051907003,1.7747588157653809
141824,163,-20.0,0.002451585605740547,1.9903616905212402
142848,164,-20.0,0.0015990353422239423,2.2256572246551514
144000,165,-18.0,0.0074290472548455,2.541407346725464
144768,166,-21.0,0.0030554340919479728,1.7116365432739258
145536,167,-21.0,0.0031004140619188547,1.7312772274017334
146560,168,-19.0,-0.0014611475635319948,2.387072801589966
147328,169,-21.0,-0.0024814436910673976,1.765843152999878
148224,170,-20.0,0.005991902318783104,2.16424822807312
149120,171,-20.0,0.0016992876771837473,2.003889560699463
149888,172,-21.0,0.004011180019006133,1.6374518871307373
150656,173,-21.0,-0.0011060478864237666,1.6833584308624268
151552,174,-21.0,0.0025861768517643213,1.9643807411193848
152576,175,-20.0,0.001966577721759677,2.294672727584839
153344,176,-21.0,-0.00345552375074476,1.9392950534820557
154240,177,-20.0,0.007750531425699592,2.1065361499786377
155392,178,-19.0,0.029745090287178755,2.738823652267456
156160,179,-21.0,0.004798418842256069,1.6854979991912842
157056,180,-20.0,0.0020833270391449332,1.958566427230835
157952,181,-21.0,0.0036523400340229273,2.0012121200561523
158720,182,-21.0,-0.004622950684279203,1.6872284412384033
159488,183,-21.0,0.006842647446319461,1.6781010627746582
160512,184,-20.0,0.004957763245329261,2.2264580726623535
161408,185,-21.0,0.00575718586333096,2.1402952671051025
162176,186,-20.0,0.00416305533144623,1.6337003707885742
162944,187,-21.0,0.006651731382589787,1.6414668560028076
163840,188,-21.0,0.0039869879256002605,1.9742076396942139
164608,189,-20.0,0.0045006065047346056,1.8402211666107178
165504,190,-21.0,0.007118414156138897,2.0222432613372803
166272,191,-21.0,0.004246966680511832,1.8160679340362549
167040,192,-21.0,0.013056897092610598,1.6744966506958008
167808,193,-21.0,0.007520924031268805,1.7171990871429443
168704,194,-21.0,0.0062925967504270375,2.053882598876953
169600,195,-19.0,0.00860502099385485,1.9312982559204102
170496,196,-21.0,0.008612340549007058,1.9725115299224854
171392,197,-20.0,0.0034285481087863445,1.9463796615600586
172160,198,-21.0,0.007739340653643012,1.6552832126617432
173056,199,-20.0,0.005067160585895181,1.9352047443389893
173952,200,-20.0,0.030256010126322508,1.9876182079315186
174848,201,-21.0,0.0040577518520876765,2.0125608444213867
175616,202,-21.0,0.006572051323018968,1.7950143814086914
176512,203,-21.0,-0.0007855924777686596,1.9075539112091064
177280,204,-21.0,0.004551943740807474,1.643207311630249
178048,205,-21.0,0.003109379089437425,1.6645801067352295
178816,206,-21.0,-0.005040190182626247,1.6652934551239014
179968,207,-20.0,0.03662664885632694,2.7809860706329346
180864,208,-20.0,0.0015605862718075514,2.2045774459838867
181632,209,-21.0,0.0020299460738897324,1.757155179977417
182656,210,-21.0,0.005165180540643632,2.393109083175659
183424,211,-21.0,0.005965281859971583,1.7291159629821777
184448,212,-21.0,0.0033689563861116767,2.321645498275757
185344,213,-20.0,0.026463650981895626,2.0181350708007812
186112,214,-20.0,0.005539859994314611,1.7536985874176025
186880,215,-21.0,0.005181552260182798,1.7401609420776367
187776,216,-21.0,0.005732589401304722,2.097993850708008
188544,217,-21.0,0.004528927733190358,1.924391269683838
189440,218,-21.0,0.006362898508086801,2.094693422317505
190592,219,-17.0,0.03628046589437872,2.6192498207092285
191488,220,-20.0,0.0016671583289280534,1.8636691570281982
192128,221,-21.0,0.004024048103019595,1.5490689277648926
192896,222,-21.0,0.0025281793787144125,1.838491678237915
193664,223,-21.0,0.0014400496147572994,1.8182237148284912
194432,224,-21.0,0.002609891933389008,1.90313720703125
195200,225,-21.0,0.003856407245621085,1.8206465244293213
195968,226,-21.0,0.0034531998680904508,1.775801181793213
196736,227,-21.0,0.0017148539191111922,1.8607354164123535
197504,228,-21.0,0.002829307224601507,1.8438818454742432
198272,229,-21.0,0.00565362605266273,1.9157278537750244
199040,230,-21.0,0.002005426795221865,1.8880729675292969
199808,231,-21.0,0.003806317923590541,1.8421697616577148
200576,232,-21.0,0.009202374669257551,1.8213202953338623
201344,233,-21.0,0.006345382425934076,1.7104785442352295
202112,234,-21.0,0.005236442084424198,1.7774393558502197
202880,235,-21.0,-0.00408460630569607,1.9196324348449707
203648,236,-21.0,0.0006127047818154097,1.7391626834869385
204544,237,-21.0,0.0036296594189479947,2.017695426940918
205568,238,-21.0,0.0017710925312712789,2.2183501720428467
206464,239,-20.0,0.00838981952983886,2.125330686569214
207232,240,-21.0,-0.003075355780310929,1.8184800148010254
208256,241,-20.0,-0.0039540540892630816,2.563602924346924
209024,242,-20.0,-0.000995999202132225,2.1846749782562256
209920,243,-21.0,0.003740869229659438,2.7764089107513428
210688,244,-21.0,0.004402378108352423,2.489781618118286
211584,245,-20.0,0.001078727305866778,2.4827945232391357
212608,246,-20.0,0.009678587783128023,2.4290380477905273
213376,247,-20.0,-0.0023405994288623333,2.0609872341156006
214272,248,-20.0,0.0002563444431871176,2.145306348800659
215296,249,-20.0,0.0019140003714710474,2.461805820465088
216064,250,-20.0,0.0009085787460207939,1.7691445350646973
216960,251,-21.0,0.006434261333197355,2.0604796409606934
217984,252,-21.0,0.003926764940842986,2.383664131164551
219008,253,-19.0,0.003024096484296024,2.560993194580078
219904,254,-20.0,0.003822196973487735,2.545691967010498
220800,255,-21.0,-0.0003957764711230993,2.474155902862549
221568,256,-20.0,-9.413482621312141e-05,1.8453068733215332
222464,257,-21.0,0.0019560428336262703,2.1932239532470703
223360,258,-20.0,0.004507804987952113,2.5205485820770264
224128,259,-21.0,0.0031799881253391504,1.9914531707763672
224896,260,-21.0,0.0009145655203610659,1.9370551109313965
225920,261,-21.0,0.00400717998854816,2.6626710891723633
226816,262,-20.0,0.0045296355383470654,2.224637746810913
227584,263,-21.0,0.0036001309053972363,2.2521073818206787
228608,264,-20.0,0.0034849076764658093,2.371032238006592
229504,265,-21.0,0.0033210950205102563,2.526050329208374
230400,266,-21.0,-0.004591935430653393,2.277050495147705
231296,267,-20.0,0.0015601404011249542,2.0216598510742188
232064,268,-21.0,0.004914300050586462,1.7681007385253906
232960,269,-21.0,0.001739082857966423,2.0423238277435303
233856,270,-20.0,0.006600131280720234,2.1147894859313965
235008,271,-19.0,0.0038319157902151346,2.6563825607299805
236288,272,-20.0,0.0018388363532721996,2.8368935585021973
237184,273,-21.0,0.002273605903610587,2.053964376449585
238080,274,-20.0,0.00248402520082891,2.0028629302978516
239104,275,-19.0,0.0028972491854801774,2.2634119987487793
240256,276,-20.0,-0.007249437621794641,2.4856245517730713
241152,277,-21.0,0.00271989987231791,1.9541101455688477
242048,278,-20.0,0.0022206930443644524,1.9684233665466309
242944,279,-21.0,0.0056265355087816715,1.9939205646514893
243968,280,-20.0,-0.0013787755742669106,2.5146732330322266
244864,281,-20.0,0.005658005829900503,2.3511829376220703
245888,282,-20.0,0.0036664173239842057,2.542649030685425
246784,283,-21.0,0.0027888542972505093,2.098942518234253
247808,284,-19.0,0.002246353426016867,2.3789966106414795
248704,285,-21.0,0.006596192135475576,1.969379186630249
249728,286,-19.0,0.032839075895026326,2.4235947132110596
250624,287,-19.0,0.005864191218279302,2.353412628173828
251648,288,-21.0,0.008278509601950645,2.5071818828582764
252416,289,-20.0,0.03202138049528003,2.0095720291137695
253440,290,-21.0,0.005550786852836609,2.461921453475952
254464,291,-19.0,0.0037505218060687184,2.496697187423706
255360,292,-20.0,0.051669193198904395,2.007502794265747
256384,293,-19.0,0.013476008549332619,2.708418130874634
257280,294,-21.0,-0.0006015625549480319,2.2282888889312744
258176,295,-20.0,0.0021028706105425954,2.1761114597320557
259072,296,-21.0,0.006626734393648803,2.2125072479248047
259840,297,-21.0,0.005436856532469392,1.7238690853118896
260736,298,-20.0,0.047178526408970356,1.9963874816894531
261760,299,-19.0,0.0047762589529156685,2.302725076675415
262656,300,-21.0,0.0009808180620893836,1.9872901439666748
263808,301,-18.0,0.003695997758768499,2.7529220581054688
264832,302,-20.0,0.003420513472519815,2.5024187564849854
265728,303,-21.0,0.0012618734035640955,2.1986072063446045
266880,304,-20.0,0.03287593484856188,2.7923262119293213
267904,305,-20.0,-0.000509382807649672,2.387526035308838
268800,306,-21.0,0.008203739882446826,2.278269052505493
269568,307,-21.0,0.001345215947367251,1.7872064113616943
270720,308,-19.0,0.005412373109720647,2.973778486251831
271488,309,-20.0,0.0019274692749604583,1.739452600479126
272384,310,-20.0,0.0014701043255627155,2.292363166809082
273280,311,-21.0,0.006697956821881235,2.2123429775238037
274176,312,-20.0,0.0004363985499367118,2.115828514099121
275328,313,-20.0,0.0009871488437056541,2.767106533050537
276352,314,-20.0,0.0014294781722128391,2.498485803604126
277376,315,-20.0,0.0019992184825241566,2.5114355087280273
278144,316,-21.0,0.002439535688608885,1.7721641063690186
279168,317,-21.0,0.009649720508605242,2.5177359580993652
280064,318,-20.0,0.03967554774135351,2.0012471675872803
280960,319,-21.0,-0.0006911699892953038,2.082472801208496
282240,320,-20.0,0.0024175301659852266,2.869962453842163
283008,321,-21.0,5.44197391718626e-05,1.7361071109771729
283904,322,-21.0,0.0054736207239329815,2.078441619873047
284672,323,-21.0,9.865104220807552e-05,1.7035048007965088
285824,324,-17.0,0.030004297848790884,2.7541635036468506
286720,325,-21.0,0.003806094639003277,2.0010998249053955
287744,326,-20.0,0.0025045950897037983,2.3103365898132324
288640,327,-21.0,0.0059582809917628765,2.021390199661255
289536,328,-20.0,0.03566423954907805,2.21506404876709
290304,329,-21.0,0.0013945206301286817,1.9256010055541992
291200,330,-21.0,2.588704228401184e-05,2.146115303039551
292096,331,-20.0,0.0019026572117581964,2.2504477500915527
293120,332,-21.0,0.002233788138255477,2.487203359603882
294016,333,-19.0,0.001528039458207786,2.2147138118743896
294912,334,-21.0,0.00031021120958030224,2.2548882961273193
295680,335,-21.0,0.0038260999135673046,1.927037239074707
296704,336,-20.0,0.042137081269174814,2.432940721511841
297472,337,-21.0,0.006055593374185264,2.04827618598938
298624,338,-20.0,0.010624290443956852,2.757286787033081
299520,339,-19.0,0.003681273548863828,2.4332010746002197
300544,340,-21.0,0.0031251650070771575,2.7574713230133057
301312,341,-21.0,-0.00034550088457763195,2.006619453430176
302464,342,-18.0,0.004280086024664342,3.0138938426971436
303360,343,-21.0,0.0033450672635808587,2.065258264541626
304384,344,-20.0,0.004358532140031457,2.440035343170166
305280,345,-21.0,0.0020396964391693473,2.2772135734558105
306176,346,-20.0,0.009049193235114217,2.2572128772735596
307328,347,-19.0,0.0025692752096801996,2.967895746231079
308096,348,-21.0,0.004471669439226389,1.8237013816833496
309120,349,-20.0,0.005450019030831754,2.4058234691619873
309888,350,-21.0,-0.0004306068876758218,1.8082847595214844
310784,351,-21.0,0.0042526633478701115,2.1740798950195312
311552,352,-21.0,0.0010379948653280735,1.7745723724365234
312704,353,-20.0,0.0011291000992059708,2.85583233833313
313856,354,-20.0,0.0007675973465666175,2.7151741981506348
314880,355,-20.0,-0.001537984935566783,2.400308609008789
315776,356,-21.0,0.0011337031610310078,2.1576976776123047
316672,357,-20.0,-0.00014542217832058668,2.2444655895233154
317696,358,-20.0,0.006132014445029199,2.502100944519043
318720,359,-20.0,0.007744962582364678,2.454054832458496
319872,360,-20.0,0.0005127177573740482,2.7692065238952637
320640,361,-21.0,0.007884771912358701,1.8750495910644531
321408,362,-21.0,0.005715089617297053,1.9351398944854736
322432,363,-20.0,0.0028061041375622153,2.5585033893585205
323328,364,-21.0,0.005083399475552142,2.050164222717285
324352,365,-21.0,0.005208573769778013,2.4258341789245605
325120,366,-21.0,0.0035978496307507157,1.7087883949279785
326144,367,-20.0,0.015971993329003453,2.44254732131958
327040,368,-21.0,0.001747849048115313,2.0882344245910645
327936,369,-19.0,0.0026520086685195565,2.268986940383911
328832,370,-20.0,0.002980493358336389,2.1980481147766113
329728,371,-20.0,0.0007112452876754105,2.18064022064209
330624,372,-20.0,0.0013639142853207886,2.1054599285125732
331520,373,-20.0,0.006196995615027845,2.0636026859283447
332288,374,-20.0,0.0055692283203825355,2.1181719303131104
333184,375,-20.0,-0.001051474828273058,2.209059715270996
334080,376,-21.0,0.0039889487670734525,2.1576478481292725
334848,377,-21.0,0.0036451759515330195,1.9081754684448242
335872,378,-19.0,-0.001680750516243279,2.550313711166382
336640,379,-21.0,0.0016721412539482117,1.9116582870483398
337536,380,-20.0,0.002483063261024654,2.1326744556427
338304,381,-21.0,0.0014520208351314068,1.7427303791046143
339328,382,-21.0,0.004756446112878621,2.4357924461364746
340352,383,-21.0,0.007915639667771757,2.4083445072174072
341376,384,-19.0,0.0013532079756259918,2.451695680618286
342144,385,-21.0,0.003100184607319534,1.7647461891174316
343040,386,-21.0,0.007371706422418356,2.1422436237335205
344064,387,-18.0,0.03433681803289801,2.3427886962890625
344960,388,-21.0,0.003501242259517312,2.151202440261841
345856,389,-20.0,0.002313210745342076,2.053297519683838
347008,390,-18.0,0.0007232833886519074,2.611975908279419
348032,391,-20.0,0.007786135887727141,2.2915425300598145
348800,392,-20.0,0.005342147778719664,1.706172227859497
349696,393,-20.0,0.004833929240703583,2.085834264755249
350592,394,-21.0,0.0022528190165758133,2.033127546310425
351616,395,-19.0,0.00814531953074038,2.3187971115112305
352512,396,-20.0,0.0015881478320807219,2.0628514289855957
353408,397,-20.0,0.007512275129556656,2.0242726802825928
354176,398,-21.0,0.0040415937546640635,1.7603676319122314
354944,399,-21.0,0.004822251154109836,1.8207669258117676
355968,400,-21.0,0.00603173382114619,2.4645044803619385
356864,401,-21.0,0.0011966708116233349,2.1660780906677246
357888,402,-19.0,0.007073613698594272,2.532759189605713
358784,403,-19.0,0.0021640192717313766,2.165391206741333
359808,404,-21.0,0.0006977999582886696,2.304123640060425
360704,405,-20.0,0.012345714843831956,2.071348190307617
361600,406,-20.0,0.007055466994643211,2.0339126586914062
362624,407,-19.0,0.03912555333226919,2.322359085083008
363648,408,-19.0,0.009477415005676448,2.3485207557678223
364544,409,-21.0,0.004267120850272477,1.9786632061004639
365568,410,-20.0,0.04015952744521201,2.35969877243042
366592,411,-20.0,0.008035524282604456,2.314281940460205
367488,412,-20.0,0.004048975883051753,2.072446346282959
368384,413,-20.0,0.005015151342377067,2.1079506874084473
369152,414,-21.0,0.0018531976966187358,1.8308522701263428
370304,415,-20.0,0.04354508931282908,2.892280101776123
371072,416,-21.0,0.003748962190002203,1.9640936851501465
372096,417,-21.0,0.002647220389917493,2.5733561515808105
372864,418,-20.0,0.0020697794388979673,1.926750659942627
373888,419,-20.0,0.0025149912107735872,2.369661808013916
374656,420,-20.0,0.0025943629443645477,1.8456778526306152
375680,421,-21.0,0.006675021955743432,2.5828232765197754
376448,422,-21.0,0.0017891142051666975,1.945930004119873
377216,423,-21.0,0.0009196002501994371,1.8359572887420654
378496,424,-17.0,0.005995327024720609,3.0652925968170166
379264,425,-21.0,0.006743203150108457,1.7695326805114746
380032,426,-21.0,0.002368686953559518,1.703425407409668
380800,427,-21.0,0.005864300532266498,1.7952287197113037
381696,428,-21.0,0.003819873323664069,1.9957990646362305
382464,429,-20.0,0.00561685545835644,1.764281988143921
383360,430,-20.0,0.004923618631437421,2.2981088161468506
384256,431,-20.0,0.005706805502995849,2.626758098602295
385280,432,-19.0,0.010876632411964238,2.767204999923706
386432,433,-19.0,0.041141718975268304,2.618328332901001
387200,434,-21.0,0.0004601322580128908,1.7725141048431396
388096,435,-19.0,0.0025964458473026752,2.3278896808624268
388992,436,-21.0,0.0026232742238789797,2.1322085857391357
389888,437,-21.0,0.003471959731541574,2.1906514167785645
390912,438,-21.0,0.004862839705310762,2.169806480407715
391808,439,-20.0,0.003182658110745251,1.984896183013916
392704,440,-21.0,0.004265082534402609,2.2525217533111572
393728,441,-20.0,0.002162833232432604,2.533413887023926
394496,442,-21.0,0.00028245127759873867,1.8625035285949707
395264,443,-21.0,0.003948695841245353,1.9479973316192627
396288,444,-20.0,0.0018914202228188515,2.4495484828948975
397184,445,-21.0,0.004123987630009651,2.128192901611328
397952,446,-21.0,0.0014464823761954904,1.921666145324707
398848,447,-20.0,0.046350837335921824,2.3178343772888184
399744,448,-19.0,0.0010627328883856535,2.1025311946868896
400640,449,-20.0,0.0076925186440348625,2.1243438720703125
401536,450,-20.0,0.006745458580553532,1.904709815979004
402560,451,-21.0,-0.0003234564792364836,2.2553186416625977
403328,452,-21.0,0.003866711864247918,1.7808268070220947
404224,453,-20.0,0.008308022283017635,2.191493272781372
405504,454,-17.0,0.035724220681004226,2.995192527770996
406272,455,-21.0,0.00713278679177165,1.7837083339691162
407168,456,-21.0,0.002032846212387085,1.9494187831878662
407936,457,-21.0,0.0062325597973540425,1.7032201290130615
408832,458,-20.0,0.005527144647203386,1.989192008972168
409600,459,-21.0,0.0016937842592597008,1.658949851989746
410624,460,-19.0,0.03600789851043373,2.425139904022217
411392,461,-21.0,0.005986103671602905,1.9533681869506836
412288,462,-21.0,0.0041191274067386985,2.1595516204833984
413312,463,-20.0,0.005082115996629,2.409960985183716
414080,464,-21.0,0.006406057742424309,2.1413896083831787
414976,465,-21.0,0.004583807196468115,2.3524014949798584
415872,466,-21.0,0.004680303856730461,1.961646318435669
416640,467,-21.0,0.00540217780508101,1.7342629432678223
417536,468,-20.0,0.006785025587305427,2.0106475353240967
418432,469,-21.0,0.0011807880364358425,2.1173815727233887
419200,470,-21.0,0.005486991489306092,1.668529748916626
420096,471,-20.0,0.005686482414603233,1.944272756576538
420992,472,-21.0,0.003630833816714585,1.9819300174713135
421888,473,-21.0,0.006023959256708622,1.9345786571502686
422784,474,-21.0,-0.0007202239939942956,1.9744112491607666
423680,475,-21.0,0.006230529397726059,1.9307177066802979
424576,476,-19.0,0.010137681034393609,1.9668684005737305
425472,477,-21.0,0.0014897605869919062,2.196148633956909
426496,478,-19.0,0.036445252248086035,2.305211067199707
427520,479,-20.0,0.0022460666950792074,2.3618364334106445
428288,480,-21.0,0.0049400991993024945,1.7935302257537842
429056,481,-21.0,-0.00018174713477492332,1.8165132999420166
429824,482,-21.0,0.0041338419541716576,2.1222548484802246
430848,483,-21.0,0.004434225265868008,2.855402708053589
431744,484,-21.0,0.0061788203893229365,2.8074779510498047
432512,485,-21.0,-0.00022947328398004174,1.9486303329467773
433408,486,-21.0,0.0005995857063680887,2.360753059387207
434176,487,-20.0,0.0004681834252551198,2.087646245956421
435072,488,-21.0,0.0015696067130193114,2.227440118789673
435840,489,-21.0,0.005157979670912027,2.288419723510742
436608,490,-21.0,0.0020995353115722537,1.947274923324585
437376,491,-21.0,0.004453622503206134,2.353137731552124
438400,492,-20.0,0.0038208732148632407,2.7759556770324707
439552,493,-20.0,0.0003669746220111847,3.1194703578948975
440832,494,-19.0,0.03485636319965124,3.1754024028778076
441728,495,-21.0,0.006089264759793878,2.076549768447876
