step,episode,reward,epsilon,loss,duration
32231,36,-21.0,0.3618262,0.008524276818083678,2.605741262435913
33095,37,-20.0,0.344719,0.006887606951177413,2.3655881881713867
33932,38,-20.0,0.32814639999999995,0.006076940043740684,2.292226552963257
34717,39,-21.0,0.3126034000000001,0.006769664334050114,2.144483804702759
35556,40,-20.0,0.2959912,0.006739031318076221,2.2769248485565186
36442,41,-21.0,0.27844839999999993,0.006883387520226621,2.4267184734344482
37203,42,-21.0,0.26338059999999996,0.007164455192335146,2.071589708328247
38025,43,-21.0,0.24710500000000002,0.005888003150105151,2.2585980892181396
38845,44,-21.0,0.230869,0.007027248023986453,2.249898910522461
39603,45,-21.0,0.21586060000000007,0.005835092279729902,2.0649797916412354
40472,46,-20.0,0.1986544,0.005999516530193115,2.4277288913726807
41263,47,-21.0,0.18299260000000006,0.005764612419823856,2.256495952606201
42193,48,-21.0,0.1645785999999999,0.006484820891687319,2.6345694065093994
43076,49,-21.0,0.1470952000000001,0.005489383164395018,2.577258586883545
44040,50,-20.0,0.128008,0.004931251110250123,2.7297067642211914
44997,51,-20.0,0.10905940000000003,0.005207150402989347,2.759230852127075
45877,52,-21.0,0.09163540000000003,0.00488541423692368,2.5827431678771973
46716,53,-20.0,0.07502319999999996,0.006005561354547917,2.5439932346343994
47480,54,-21.0,0.05989600000000006,0.004505753339175623,2.164519786834717
48347,55,-21.0,0.04272940000000003,0.0050939346975711584,2.464487075805664
49187,56,-21.0,0.02609740000000005,0.00511237801789927,2.5224363803863525
49995,57,-21.0,0.010098999999999969,0.005111766920890659,2.3478541374206543
50784,58,-21.0,0.01,0.00529954950983702,2.376640796661377
51608,59,-21.0,0.01,0.004562046840980206,2.3732335567474365
52365,60,-21.0,0.01,0.0047690346646098,2.1442553997039795
53249,61,-21.0,0.01,0.003956093507391144,2.7144062519073486
54254,62,-19.0,0.01,0.004829939872683193,2.824955940246582
55165,63,-19.0,0.01,0.004500014895344512,2.677330732345581
56050,64,-21.0,0.01,0.005460170259893075,2.6209847927093506
56873,65,-21.0,0.01,0.006399367262611563,2.5512335300445557
57709,66,-20.0,0.01,0.004720981554217352,2.411661386489868
58471,67,-21.0,0.01,0.006822294169595759,2.1996803283691406
59289,68,-21.0,0.01,0.006030255815343613,2.4229841232299805
60129,69,-21.0,0.01,0.006085003655780816,2.4361648559570312
60952,70,-21.0,0.01,0.007300889579233379,2.4543628692626953
61709,71,-21.0,0.01,0.007329014702158039,2.192049026489258
62527,72,-21.0,0.01,0.007387293954939107,2.350346565246582
63306,73,-21.0,0.01,0.007199676724998519,2.269886016845703
64123,74,-21.0,0.01,0.006890758465719866,2.351444959640503
65047,75,-20.0,0.01,0.008335840596527151,2.721243381500244
65895,76,-21.0,0.01,0.007522800821977896,2.4447805881500244
66719,77,-21.0,0.01,0.007001228267451278,2.401221752166748
67539,78,-21.0,0.01,0.006876735740750119,2.4812681674957275
68481,79,-21.0,0.01,0.006184102202789321,2.8619823455810547
69321,80,-21.0,0.01,0.005477011399177302,2.8425419330596924
70182,81,-21.0,0.01,0.00608683749248252,2.545090675354004
70939,82,-21.0,0.01,0.00651650019538239,2.2189462184906006
71810,83,-20.0,0.01,0.005831435387911394,2.509005069732666
72599,84,-21.0,0.01,0.006536919303914428,2.405471086502075
73362,85,-21.0,0.01,0.006173834181207851,2.422718048095703
74307,86,-21.0,0.01,0.00682811575529355,3.5738706588745117
75260,87,-20.0,0.01,0.00648671833999946,3.217252254486084
76155,88,-20.0,0.01,0.005897743387811821,2.424086809158325
77031,89,-20.0,0.01,0.006058915500416416,2.6165695190429688
77793,90,-21.0,0.01,0.005298401307100089,2.0356945991516113
78554,91,-21.0,0.01,0.005468020764620681,2.0465140342712402
79317,92,-21.0,0.01,0.005021122757208909,1.9125587940216064
80228,93,-21.0,0.01,0.005311490909917394,2.291097402572632
81017,94,-21.0,0.01,0.00594415845938008,2.2495405673980713
81777,95,-21.0,0.01,0.005124145121264615,2.017045497894287
82655,96,-21.0,0.01,0.005517386542165388,2.456160068511963
83766,97,-21.0,0.01,0.005740850590372109,3.3154408931732178
84991,98,-18.0,0.01,0.006072460858834591,3.3695762157440186
85924,99,-20.0,0.01,0.005974264332127129,2.511834144592285
86961,100,-20.0,0.01,0.007170638358526105,2.770348072052002
88005,101,-19.0,0.01,0.005901952997167591,2.759516954421997
88971,102,-20.0,0.01,0.007214618375799252,3.1282989978790283
89866,103,-20.0,0.01,0.006190124316552621,2.3944103717803955
90655,104,-21.0,0.01,0.006531436901615204,2.128058910369873
91753,105,-20.0,0.01,0.006002093223558569,3.482525587081909
92573,106,-21.0,0.01,0.0068895396083684226,2.2214107513427734
93499,107,-20.0,0.01,0.006986099124978825,2.666339635848999
94554,108,-20.0,0.01,0.006510150991468408,3.0616188049316406
95314,109,-21.0,0.01,0.007082592512137796,2.0771069526672363
96267,110,-20.0,0.01,0.005976104209328681,3.1868529319763184
97108,111,-20.0,0.01,0.005656957335580334,2.1896440982818604
98145,112,-20.0,0.01,0.006272853762279966,2.831573963165283
99185,113,-20.0,0.01,0.0061162762612534255,2.908047914505005
100197,114,-20.0,0.01,0.005906966939134148,3.1336159706115723
101254,115,-19.0,0.01,0.00623240307675477,3.188049077987671
102156,116,-20.0,0.01,0.005534748105328134,2.3526408672332764
103174,117,-20.0,0.01,0.00623926238109189,2.5950722694396973
104285,118,-18.0,0.01,0.0066536059435591,2.940324306488037
105434,119,-18.0,0.01,0.00660433757397953,3.010988712310791
106361,120,-20.0,0.01,0.0065629645105218515,2.4967846870422363
107305,121,-21.0,0.01,0.0063044572277665455,2.5659961700439453
108373,122,-19.0,0.01,0.006003596266201429,2.8595592975616455
110221,123,-17.0,0.01,0.006731842317189054,4.867192983627319
111094,124,-21.0,0.01,0.008211387230570369,2.376288414001465
112411,125,-18.0,0.01,0.008172272892080043,3.515815019607544
113539,126,-19.0,0.01,0.008249366677825254,3.030409097671509
114628,127,-18.0,0.01,0.008238502975763078,2.8106191158294678
115822,128,-19.0,0.01,0.00795085271023489,3.1740565299987793
117177,129,-16.0,0.01,0.007432007207123117,3.5040290355682373
118125,130,-20.0,0.01,0.007362525952873822,2.5641767978668213
119021,131,-21.0,0.01,0.007391671139755219,2.304274082183838
120382,132,-18.0,0.01,0.007261848459636573,3.703568458557129
121224,133,-21.0,0.01,0.007378093609189111,2.349327564239502
122426,134,-21.0,0.01,0.007308046847659473,3.6624021530151367
123206,135,-21.0,0.01,0.008481893627546155,2.3048839569091797
124350,136,-18.0,0.01,0.009229665493081369,3.3053619861602783
125358,137,-19.0,0.01,0.009014909198629625,2.760836362838745
126829,138,-15.0,0.01,0.008992823563344047,4.234992504119873
127805,139,-20.0,0.01,0.009456092392506658,2.659334659576416
128998,140,-19.0,0.01,0.007960140648072949,3.063086748123169
130242,141,-18.0,0.01,0.007600545723341597,3.2660439014434814
132059,142,-13.0,0.01,0.0080979915601427,4.672260522842407
133508,143,-15.0,0.01,0.007970543685382022,3.730597972869873
134869,144,-18.0,0.01,0.008275177418117357,3.5042922496795654
136843,145,-15.0,0.01,0.0077933842386166295,5.096496105194092
138217,146,-19.0,0.01,0.008081415653578006,3.5631468296051025
139560,147,-19.0,0.01,0.008370429176249587,3.432518243789673
140774,148,-19.0,0.01,0.007968371844675281,3.186769723892212
141538,149,-21.0,0.01,0.0075243019287996185,2.03605580329895
142374,150,-21.0,0.01,0.00751023270183078,2.2435576915740967
144007,151,-17.0,0.01,0.007712744952775264,4.248534679412842
146734,152,-8.0,0.01,0.008307775394455735,6.857363224029541
148649,153,-18.0,0.01,0.007814649253838651,4.738424301147461
149883,154,-19.0,0.01,0.008119386459047627,3.0433738231658936
151576,155,-18.0,0.01,0.008321069380848334,4.203058242797852
153106,156,-19.0,0.01,0.008096329475623795,3.8173668384552
154726,157,-19.0,0.01,0.00900482208709474,3.996124267578125
155972,158,-20.0,0.01,0.00797385580983992,3.092780351638794
157481,159,-19.0,0.01,0.008550407646584574,3.748159408569336
159697,160,-18.0,0.01,0.008435164869927703,5.474908113479614
161831,161,-14.0,0.01,0.007878197482865702,5.383577346801758
163819,162,-13.0,0.01,0.008674937240185377,4.974656820297241
165004,163,-20.0,0.01,0.008529108602503433,2.931570291519165
166723,164,-18.0,0.01,0.008346000684931057,4.285379409790039
168787,165,-17.0,0.01,0.008047698667568928,5.080938816070557
170356,166,-19.0,0.01,0.00823359419686516,4.0645222663879395
172396,167,-16.0,0.01,0.008124402852035036,5.045013427734375
173798,168,-21.0,0.01,0.00777767146671457,3.7225732803344727
175423,169,-20.0,0.01,0.008314723278547228,4.378641605377197
177466,170,-14.0,0.01,0.008771025711021691,5.454034090042114
179827,171,-12.0,0.01,0.008280771217206336,6.329659700393677
180974,172,-20.0,0.01,0.008786449429517423,3.576108455657959
182396,173,-18.0,0.01,0.007865389026479083,3.8446097373962402
184263,174,-14.0,0.01,0.008592758046427158,5.040738821029663
186067,175,-18.0,0.01,0.008882566046706935,4.772732734680176
188296,176,-15.0,0.01,0.008898002975520188,5.939667224884033
190213,177,-15.0,0.01,0.00872379164955149,5.633549213409424
192745,178,-10.0,0.01,0.007799061262607869,6.867064714431763
194206,179,-17.0,0.01,0.008076928647821897,4.061042785644531
196129,180,-18.0,0.01,0.008002654276594613,5.347888469696045
198292,181,-13.0,0.01,0.007201081009060075,6.212828874588013
200325,182,-18.0,0.01,0.006738143562619743,5.387618541717529
203040,183,-10.0,0.01,0.00662856069544333,7.2454798221588135
204534,184,-16.0,0.01,0.006984741378940102,4.302556753158569
207192,185,-12.0,0.01,0.007635486993196427,7.008622646331787
208696,186,-20.0,0.01,0.007867521355287767,3.830801248550415
211622,187,-11.0,0.01,0.00686645838170836,7.3056769371032715
213316,188,-18.0,0.01,0.006929151224848849,4.192235231399536
215379,189,-19.0,0.01,0.007070186499108388,5.161736488342285
216979,190,-18.0,0.01,0.007758397955913096,4.019404411315918
218646,191,-18.0,0.01,0.006686060920824482,4.186621904373169
220886,192,-16.0,0.01,0.006913535468421677,5.737407684326172
222088,193,-19.0,0.01,0.006678343981046515,3.249173879623413
224507,194,-12.0,0.01,0.007098917976763433,6.424445867538452
227023,195,-15.0,0.01,0.006849527566668553,6.5600361824035645
229373,196,-14.0,0.01,0.00713394038584305,6.81795859336853
232199,197,-10.0,0.01,0.008233911509852507,8.339459419250488
234788,198,-11.0,0.01,0.008277292436284852,7.504129409790039
236886,199,-13.0,0.01,0.008034091165115104,5.992254972457886
239056,200,-15.0,0.01,0.008136359807301114,6.218157052993774
241640,201,-12.0,0.01,0.008483714147992778,7.523034334182739
244724,202,-7.0,0.01,0.007955028878883658,8.882638931274414
246587,203,-16.0,0.01,0.007898341977007447,5.484841823577881
247496,204,-21.0,0.01,0.007951772124343143,2.575911045074463
248961,205,-19.0,0.01,0.007882299217207183,4.300504922866821
250227,206,-21.0,0.01,0.007710832968734417,3.655879497528076
251759,207,-17.0,0.01,0.007297251991472905,4.376335620880127
254625,208,-15.0,0.01,0.007659245365542182,8.389839887619019
256718,209,-14.0,0.01,0.007245150781379047,6.125083684921265
259605,210,-11.0,0.01,0.0073548219944840594,8.29811692237854
261696,211,-19.0,0.01,0.007840863394953424,6.061500072479248
264543,212,-13.0,0.01,0.007929958798529636,8.251041173934937
267967,213,-12.0,0.01,0.007709870967909554,10.020057678222656
270547,214,-15.0,0.01,0.0072651123113627,8.739079475402832
272397,215,-14.0,0.01,0.006376710421904584,5.341129302978516
275242,216,-14.0,0.01,0.006588258476320093,7.7172324657440186
277528,217,-15.0,0.01,0.006323774252208991,6.0317466259002686
280109,218,-15.0,0.01,0.006493708899410716,6.637642860412598
283007,219,-11.0,0.01,0.006430906533535045,7.371025562286377
285815,220,-13.0,0.01,0.006305873698483293,7.043664216995239
288891,221,-12.0,0.01,0.006661881818357366,7.771516561508179
292218,222,-9.0,0.01,0.006235894902392129,8.598838329315186
294647,223,-12.0,0.01,0.005835467631908677,6.214443922042847
297218,224,-15.0,0.01,0.006332178805986619,6.498844146728516
300767,225,-14.0,0.01,0.006434291537264163,9.282992601394653
303745,226,-16.0,0.01,0.005837830368604436,7.606896162033081
305969,227,-17.0,0.01,0.0054156060722948,6.127881288528442
310461,228,-9.0,0.01,0.006044752773715188,12.43951964378357
313711,229,-10.0,0.01,0.005172034341175559,9.3272123336792
318221,230,-1.0,0.01,0.005104920066540552,12.497002601623535
322405,231,1.0,0.01,0.005044191879515018,10.540869235992432
326478,232,-1.0,0.01,0.004852508974429915,10.356077909469604
329640,233,-12.0,0.01,0.005070609648537725,7.937808275222778
334820,234,-8.0,0.01,0.005014705610988324,12.980458974838257
338877,235,-1.0,0.01,0.005347813669954017,10.148916482925415
342403,236,-15.0,0.01,0.005168693991923424,8.800000667572021
346897,237,-9.0,0.01,0.004927039759675227,11.28076171875
350640,238,-4.0,0.01,0.005037253495439107,9.493431329727173
354911,239,-3.0,0.01,0.004875557234309153,10.793012857437134
360039,240,-3.0,0.01,0.004788365370798101,12.862913608551025
363501,241,-8.0,0.01,0.0049655158049185,8.718292951583862
367001,242,-8.0,0.01,0.0053032016798055595,8.795810461044312
369788,243,-15.0,0.01,0.004772263212454167,6.9082770347595215
374763,244,-1.0,0.01,0.004737062580892494,12.45948600769043
378706,245,-7.0,0.01,0.004730868860798213,9.845166206359863
383441,246,6.0,0.01,0.004512042120139184,11.900491952896118
387150,247,12.0,0.01,0.004336130108705399,9.204628467559814
391304,248,-13.0,0.01,0.004524803641478552,10.455792665481567
395189,249,-8.0,0.01,0.004230037433189751,9.727760314941406
399264,250,-8.0,0.01,0.004358288253473814,10.221800804138184
403423,251,-8.0,0.01,0.004501043870207908,10.50117826461792
407741,252,2.0,0.01,0.004870256492857287,10.835423469543457
411665,253,-9.0,0.01,0.0050890715865757235,9.794702768325806
414941,254,-13.0,0.01,0.005547252113311705,8.130911827087402
420251,255,-2.0,0.01,0.0053325729558143286,13.291674375534058
423312,256,14.0,0.01,0.005088648340888516,7.647152662277222
427624,257,-2.0,0.01,0.004686454186282519,10.95023512840271
431033,258,12.0,0.01,0.004416879903915352,8.568365812301636
434805,259,-8.0,0.01,0.004872232790918347,9.497963190078735
438498,260,12.0,0.01,0.004454919008284864,9.39496111869812
441646,261,10.0,0.01,0.004548447132950798,7.860617637634277
445973,262,5.0,0.01,0.004118601926374327,10.798384428024292
448093,263,19.0,0.01,0.0043862369929589685,5.3045408725738525
452123,264,-4.0,0.01,0.0039037730811393146,10.146865129470825
454970,265,9.0,0.01,0.004524077817662279,7.153530597686768
457083,266,19.0,0.01,0.004017917370881399,6.16448187828064
460200,267,12.0,0.01,0.0038899507984751836,9.201162576675415
462745,268,15.0,0.01,0.004036259981228841,7.441609144210815
465558,269,-11.0,0.01,0.003993263049597639,8.115456104278564
468282,270,7.0,0.01,0.0045821343345339195,7.831231117248535
470884,271,-10.0,0.01,0.004429833002416374,7.468130350112915
473102,272,15.0,0.01,0.004171380140782512,6.403383016586304
476027,273,14.0,0.01,0.0041523765950628065,8.42867660522461
479176,274,11.0,0.01,0.004354027825139397,9.156948566436768
483487,275,2.0,0.01,0.004384519779935138,12.369731664657593
486735,276,-9.0,0.01,0.0046188224628458735,9.39712643623352
488899,277,20.0,0.01,0.004700140234181062,6.223868370056152
491001,278,15.0,0.01,0.004887450951529568,6.120198726654053
493399,279,16.0,0.01,0.004899546383912729,6.874668598175049
495371,280,21.0,0.01,0.004349043383239438,5.695115089416504
498244,281,10.0,0.01,0.004241018569659084,8.338977098464966
